RT	precursor_mz	ref_precursor_mz	DATACOLLECTOR	DATASET_ID	DESCRIPTION	EXACTMASS	FORMULA	FRAGMENTATION_METHOD	IMS_TYPE	INCHI	INCHIAUX	INSTRUMENT_TYPE	ION_SOURCE	ISOLATION_WINDOW	MSLEVEL	PI	PRECURSOR_PURITY	QUALITY_CHIMERIC	QUALITY_EXPLAINED_INTENSITY	QUALITY_EXPLAINED_SIGNALS	SCANS	SOURCE_INSTRUMENT	SPECTYPE	USI	adduct	charge	feature_id	file_name	ionmode	name	smiles	ref_charge	spectrum	ref_spectrum	index	ref_index	topk	DreaMS_similarity	ref_instrument accuracy est.	ref_lsh	ref_msv_create_time	ref_msv_description	ref_msv_id	ref_msv_instrument	ref_msv_instrument_resolved	ref_msv_keywords	ref_msv_species	ref_msv_species_resolved	ref_msv_title	ref_msv_user	ref_name
113.94	283.09648	282.1241	Corinna Brungs	MSVPLACEHOLDERID	MCE bioactive compounds library	282.089209	C17H14O4	HCD	none	InChI=1S/C17H14O4/c1-9-6-7-13-15(20)12-5-3-4-11(8-14(18)19)17(12)21-16(13)10(9)2/h3-7H,8H2,1-2H3,(H,18,19)	XGOYIMQSIKSOBS-UHFFFAOYSA-N	Orbitrap	ESI	1.2000000476839432	2	Tomas Pluskal	0.973405752811273	PASSED	0.99386805	0.9444444	474	Orbitrap ID-X	nan	mzspec:MSVPLACEHOLDERID:20220601_pluskal_mce_1D1_A2_id.mzML:474	[M+H]+	1	101	example_5_spectra.mgf	+	Vadimezan	Cc1c(C)c2c(cc1)c(=O)c1cccc(CC(=O)O)c1o2	0	[[91.053741, 105.069382, 141.069168, 152.061859, 153.069305, 155.085022, 158.033508, 165.069733, 166.077545, 167.085587, 168.093094, 178.077515, 179.085281, 181.06459, 181.101135, 183.116669, 190.078049, 191.085159, 193.101242, 194.07254, 195.080231, 196.087906, 208.088181, 209.059555, 209.096024, 209.119858, 210.104065, 221.096359, 222.067566, 223.0755, 225.091003, 236.083176, 237.090988, 238.098816, 239.106781, 283.096832], [1.144, 1.254, 1.139, 1.019, 1.283, 0.966, 1.081, 7.345, 9.805, 4.037, 3.638, 2.42, 1.429, 6.555, 2.534, 0.903, 0.997, 1.264, 1.467, 10.324, 21.628, 3.722, 2.735, 0.982, 59.124, 0.749, 2.296, 0.981, 2.431, 19.616, 2.035, 2.085, 100.0, 15.987, 0.935, 2.447]]	[[115.05428314208984, 142.06658935546875, 154.06788635253906, 155.07217407226562, 167.06089782714844, 168.07022094726562, 169.07620239257812, 181.077392578125, 182.08407592773438, 183.0911407470703, 193.07664489746094, 195.09181213378906, 196.0944366455078, 206.0861053466797, 207.09300231933594, 208.1006317138672, 209.10812377929688, 210.11349487304688, 219.09469604492188, 237.10313415527344, 238.1052703857422, 265.0977478027344, 266.1007995605469, 267.1033020019531, 282.12420654296875, 283.1307067871094, 284.1368408203125], [0.014577893540263176, 0.012619669549167156, 0.018494343385100365, 0.008268059231340885, 0.01131418626755476, 0.01653611846268177, 0.01871192269027233, 0.05678851157426834, 0.2961270809173584, 0.03372497856616974, 0.026109660044312477, 0.19908615946769714, 0.016971278935670853, 0.012619669549167156, 0.016971278935670853, 0.01044386439025402, 0.11531766504049301, 0.01044386439025402, 0.008703220635652542, 0.2680591940879822, 0.029590949416160583, 1.0, 0.1416449099779129, 0.011966927908360958, 0.062010444700717926, 0.015448215417563915, 0.007832897827029228]]	4	24150573	1	0.764142	0.00022131162	-3486743512298165578	2021-09-23 12:21:27.0	"Comparison of wild cultures of BRA-346 and heterologous expression of epn/tmc BGC in M1146. Beds were also produced (culture growth and host bacteria growth). AcOEt extracts analyses were performed using UPLCMS/MS and MS data was processed using NP3_MS_workflow.  Figure 5 dataset from Vieira et al., 2022: ""Heterologous expression of the epn/tmc BGC of BRA-346""  "	MSV000088150	ESI-qQTOF Impact II	ESI-qQTOF Impact II	Marine Bacteria	Streptomyces sp. BRA-346	Streptomyces sp. BRA-346	GNPS Streptomyces sp. BRA-346_HeterologousExpression		20210713_C4_MeioA1_Ext_POS_2-G%2C2_01_26260.d
113.94	283.09648	265.12234	Corinna Brungs	MSVPLACEHOLDERID	MCE bioactive compounds library	282.089209	C17H14O4	HCD	none	InChI=1S/C17H14O4/c1-9-6-7-13-15(20)12-5-3-4-11(8-14(18)19)17(12)21-16(13)10(9)2/h3-7H,8H2,1-2H3,(H,18,19)	XGOYIMQSIKSOBS-UHFFFAOYSA-N	Orbitrap	ESI	1.2000000476839432	2	Tomas Pluskal	0.973405752811273	PASSED	0.99386805	0.9444444	474	Orbitrap ID-X	nan	mzspec:MSVPLACEHOLDERID:20220601_pluskal_mce_1D1_A2_id.mzML:474	[M+H]+	1	101	example_5_spectra.mgf	+	Vadimezan	Cc1c(C)c2c(cc1)c(=O)c1cccc(CC(=O)O)c1o2	1	[[91.053741, 105.069382, 141.069168, 152.061859, 153.069305, 155.085022, 158.033508, 165.069733, 166.077545, 167.085587, 168.093094, 178.077515, 179.085281, 181.06459, 181.101135, 183.116669, 190.078049, 191.085159, 193.101242, 194.07254, 195.080231, 196.087906, 208.088181, 209.059555, 209.096024, 209.119858, 210.104065, 221.096359, 222.067566, 223.0755, 225.091003, 236.083176, 237.090988, 238.098816, 239.106781, 283.096832], [1.144, 1.254, 1.139, 1.019, 1.283, 0.966, 1.081, 7.345, 9.805, 4.037, 3.638, 2.42, 1.429, 6.555, 2.534, 0.903, 0.997, 1.264, 1.467, 10.324, 21.628, 3.722, 2.735, 0.982, 59.124, 0.749, 2.296, 0.981, 2.431, 19.616, 2.035, 2.085, 100.0, 15.987, 0.935, 2.447]]	[[83.91381072998047, 94.26808166503906, 96.84171295166016, 119.33751678466797, 165.07008361816406, 179.08580017089844, 194.1095428466797, 209.1327362060547, 219.11671447753906, 222.10438537597656, 223.0750274658203, 237.12770080566406, 250.09967041015625, 265.1220397949219, 265.26361083984375], [0.05981035903096199, 0.050659023225307465, 0.05264783278107643, 0.05392223224043846, 0.07357589900493622, 0.1064595952630043, 0.351657897233963, 0.896425724029541, 0.20760442316532135, 0.23949208855628967, 0.07909312099218369, 1.0, 0.13001194596290588, 0.7094411849975586, 0.1287662386894226]]	4	23320899	2	0.75923926	0.00017523849	-3638594870629252930	2018-07-25 10:23:13.0	Non-targetd metabolomics of Fusarium - Serratia interaction on PDA aggar plates.	MSV000082662				NCBITaxon:5516;NCBITaxon:82996	Fusarium culmorum	GNPS - Fusarium - Serratia Interaction		F6
113.94	283.09648	265.12213	Corinna Brungs	MSVPLACEHOLDERID	MCE bioactive compounds library	282.089209	C17H14O4	HCD	none	InChI=1S/C17H14O4/c1-9-6-7-13-15(20)12-5-3-4-11(8-14(18)19)17(12)21-16(13)10(9)2/h3-7H,8H2,1-2H3,(H,18,19)	XGOYIMQSIKSOBS-UHFFFAOYSA-N	Orbitrap	ESI	1.2000000476839432	2	Tomas Pluskal	0.973405752811273	PASSED	0.99386805	0.9444444	474	Orbitrap ID-X	nan	mzspec:MSVPLACEHOLDERID:20220601_pluskal_mce_1D1_A2_id.mzML:474	[M+H]+	1	101	example_5_spectra.mgf	+	Vadimezan	Cc1c(C)c2c(cc1)c(=O)c1cccc(CC(=O)O)c1o2	0	[[91.053741, 105.069382, 141.069168, 152.061859, 153.069305, 155.085022, 158.033508, 165.069733, 166.077545, 167.085587, 168.093094, 178.077515, 179.085281, 181.06459, 181.101135, 183.116669, 190.078049, 191.085159, 193.101242, 194.07254, 195.080231, 196.087906, 208.088181, 209.059555, 209.096024, 209.119858, 210.104065, 221.096359, 222.067566, 223.0755, 225.091003, 236.083176, 237.090988, 238.098816, 239.106781, 283.096832], [1.144, 1.254, 1.139, 1.019, 1.283, 0.966, 1.081, 7.345, 9.805, 4.037, 3.638, 2.42, 1.429, 6.555, 2.534, 0.903, 0.997, 1.264, 1.467, 10.324, 21.628, 3.722, 2.735, 0.982, 59.124, 0.749, 2.296, 0.981, 2.431, 19.616, 2.035, 2.085, 100.0, 15.987, 0.935, 2.447]]	[[55.01839065551758, 105.06968688964844, 107.08522033691406, 121.02813720703125, 135.0811309814453, 167.085205078125, 178.07693481445312, 179.08587646484375, 180.0917205810547, 181.10116577148438, 193.1011199951172, 194.09243774414062, 194.10934448242188, 195.11593627929688, 196.08741760253906, 203.0865478515625, 204.0943603515625, 204.5484619140625, 207.0813751220703, 207.1171417236328, 208.08799743652344, 208.12181091308594, 209.0984344482422, 209.13275146484375, 209.5412139892578, 210.1361846923828, 211.11160278320312, 211.14675903320312, 218.5460968017578, 219.11724853515625, 220.0876922607422, 220.12034606933594, 221.09591674804688, 221.13296508789062, 222.10397338867188, 223.07505798339844, 223.10842895507812, 224.11878967285156, 225.0908203125, 225.55348205566406, 235.11196899414062, 236.1172332763672, 237.12741088867188, 238.1306610107422, 239.14146423339844, 247.11138916015625, 248.1165771484375, 249.12599182128906, 250.0989227294922, 251.10340881347656, 252.1133270263672, 263.10650634765625, 264.10992431640625, 264.1372985839844, 265.12255859375, 266.1257629394531, 266.1536560058594, 267.1387939453125, 268.10845947265625, 283.1333923339844], [0.008104519918560982, 0.008815220557153225, 0.007760585751384497, 0.007815997116267681, 0.04015268012881279, 0.029198551550507545, 0.007972895167768002, 0.06744036823511124, 0.02486741542816162, 0.030779678374528885, 0.021246569231152534, 0.007773928809911013, 0.14663107693195343, 0.05439372733235359, 0.020302975550293922, 0.008320387452840805, 0.03878907859325409, 0.010127647779881954, 0.008806970901787281, 0.047163642942905426, 0.007752078119665384, 0.01860315538942814, 0.019098056480288506, 0.8272203207015991, 0.007609658874571323, 0.1717650145292282, 0.007946341298520565, 0.007760640699416399, 0.02431361749768257, 0.09361319243907928, 0.010592282749712467, 0.021409880369901657, 0.01863516867160797, 0.008544542826712132, 0.137329563498497, 0.027388835325837135, 0.03310875594615936, 0.009440469555556774, 0.007717619650065899, 0.010185985825955868, 0.03907710686326027, 0.009168313816189766, 1.0, 0.19602563977241516, 0.03981469199061394, 0.02161254920065403, 0.008728213608264923, 0.008061617612838745, 0.2500898241996765, 0.04721241816878319, 0.02053644321858883, 0.2853245437145233, 0.1564147174358368, 0.01016590092331171, 0.7679115533828735, 0.17606350779533386, 0.01059863530099392, 0.07125251740217209, 0.021261829882860184, 0.008335109800100327]]	4	23392144	3	0.75824535	0.00026985497	-3635216656586390852	2017-02-09 11:46:29.0	Co culture experiment with F. fujikuroi and R. s. media	MSV000080540				NCBITaxon:5127;NCBITaxon:305	Fusarium fujikuroi	GNPS Fusarium		KO_lowB_pos_frag
113.94	283.09648	282.12418	Corinna Brungs	MSVPLACEHOLDERID	MCE bioactive compounds library	282.089209	C17H14O4	HCD	none	InChI=1S/C17H14O4/c1-9-6-7-13-15(20)12-5-3-4-11(8-14(18)19)17(12)21-16(13)10(9)2/h3-7H,8H2,1-2H3,(H,18,19)	XGOYIMQSIKSOBS-UHFFFAOYSA-N	Orbitrap	ESI	1.2000000476839432	2	Tomas Pluskal	0.973405752811273	PASSED	0.99386805	0.9444444	474	Orbitrap ID-X	nan	mzspec:MSVPLACEHOLDERID:20220601_pluskal_mce_1D1_A2_id.mzML:474	[M+H]+	1	101	example_5_spectra.mgf	+	Vadimezan	Cc1c(C)c2c(cc1)c(=O)c1cccc(CC(=O)O)c1o2	0	[[91.053741, 105.069382, 141.069168, 152.061859, 153.069305, 155.085022, 158.033508, 165.069733, 166.077545, 167.085587, 168.093094, 178.077515, 179.085281, 181.06459, 181.101135, 183.116669, 190.078049, 191.085159, 193.101242, 194.07254, 195.080231, 196.087906, 208.088181, 209.059555, 209.096024, 209.119858, 210.104065, 221.096359, 222.067566, 223.0755, 225.091003, 236.083176, 237.090988, 238.098816, 239.106781, 283.096832], [1.144, 1.254, 1.139, 1.019, 1.283, 0.966, 1.081, 7.345, 9.805, 4.037, 3.638, 2.42, 1.429, 6.555, 2.534, 0.903, 0.997, 1.264, 1.467, 10.324, 21.628, 3.722, 2.735, 0.982, 59.124, 0.749, 2.296, 0.981, 2.431, 19.616, 2.035, 2.085, 100.0, 15.987, 0.935, 2.447]]	[[115.05599975585938, 154.067138671875, 161.11219787597656, 167.05857849121094, 169.07591247558594, 181.07669067382812, 182.08399963378906, 183.0892791748047, 193.0762176513672, 195.09217834472656, 196.09288024902344, 207.09217834472656, 209.10765075683594, 210.11251831054688, 237.1029815673828, 265.0978698730469, 266.10089111328125, 281.08502197265625, 282.12481689453125, 283.10284423828125, 284.09844970703125], [0.013568023219704628, 0.0337367057800293, 0.013201320543885231, 0.0223689042031765, 0.03006967343389988, 0.04547121375799179, 0.32599925994873047, 0.024202419444918633, 0.021268794313073158, 0.1551155149936676, 0.014301430433988571, 0.021635496988892555, 0.09130913019180298, 0.020535387098789215, 0.2801613509654999, 1.0, 0.08727539330720901, 0.012467913329601288, 0.06563989818096161, 0.018701869994401932, 0.013201320543885231]]	4	23453905	4	0.74911165	0.00022131162	-3630858700374021482	2021-09-23 12:21:27.0	"Comparison of wild cultures of BRA-346 and heterologous expression of epn/tmc BGC in M1146. Beds were also produced (culture growth and host bacteria growth). AcOEt extracts analyses were performed using UPLCMS/MS and MS data was processed using NP3_MS_workflow.  Figure 5 dataset from Vieira et al., 2022: ""Heterologous expression of the epn/tmc BGC of BRA-346""  "	MSV000088150	ESI-qQTOF Impact II	ESI-qQTOF Impact II	Marine Bacteria	Streptomyces sp. BRA-346	Streptomyces sp. BRA-346	GNPS Streptomyces sp. BRA-346_HeterologousExpression		20210713_C4_MeioA1_Ext_POS_2-G%2C2_01_26260.d
113.94	283.09648	265.12204	Corinna Brungs	MSVPLACEHOLDERID	MCE bioactive compounds library	282.089209	C17H14O4	HCD	none	InChI=1S/C17H14O4/c1-9-6-7-13-15(20)12-5-3-4-11(8-14(18)19)17(12)21-16(13)10(9)2/h3-7H,8H2,1-2H3,(H,18,19)	XGOYIMQSIKSOBS-UHFFFAOYSA-N	Orbitrap	ESI	1.2000000476839432	2	Tomas Pluskal	0.973405752811273	PASSED	0.99386805	0.9444444	474	Orbitrap ID-X	nan	mzspec:MSVPLACEHOLDERID:20220601_pluskal_mce_1D1_A2_id.mzML:474	[M+H]+	1	101	example_5_spectra.mgf	+	Vadimezan	Cc1c(C)c2c(cc1)c(=O)c1cccc(CC(=O)O)c1o2	0	[[91.053741, 105.069382, 141.069168, 152.061859, 153.069305, 155.085022, 158.033508, 165.069733, 166.077545, 167.085587, 168.093094, 178.077515, 179.085281, 181.06459, 181.101135, 183.116669, 190.078049, 191.085159, 193.101242, 194.07254, 195.080231, 196.087906, 208.088181, 209.059555, 209.096024, 209.119858, 210.104065, 221.096359, 222.067566, 223.0755, 225.091003, 236.083176, 237.090988, 238.098816, 239.106781, 283.096832], [1.144, 1.254, 1.139, 1.019, 1.283, 0.966, 1.081, 7.345, 9.805, 4.037, 3.638, 2.42, 1.429, 6.555, 2.534, 0.903, 0.997, 1.264, 1.467, 10.324, 21.628, 3.722, 2.735, 0.982, 59.124, 0.749, 2.296, 0.981, 2.431, 19.616, 2.035, 2.085, 100.0, 15.987, 0.935, 2.447]]	[[95.08592987060547, 105.0699234008789, 107.08592224121094, 134.09681701660156, 135.08059692382812, 165.0702667236328, 167.085693359375, 178.07772827148438, 179.08526611328125, 180.0923309326172, 181.10154724121094, 183.11756896972656, 183.96861267089844, 192.0929718017578, 193.08566284179688, 193.1013946533203, 194.109375, 195.0812225341797, 195.11598205566406, 195.54331970214844, 196.0871124267578, 201.98008728027344, 204.09381103515625, 204.5484619140625, 207.08132934570312, 207.11680603027344, 208.087890625, 208.1211395263672, 209.13278198242188, 210.13619995117188, 213.1272430419922, 218.5458984375, 219.1170196533203, 220.08840942382812, 220.12098693847656, 221.09486389160156, 221.13246154785156, 222.10386657714844, 223.07595825195312, 223.1081085205078, 235.11170959472656, 236.08387756347656, 236.11770629882812, 237.1273956298828, 238.13070678710938, 239.1381072998047, 241.12245178222656, 247.11221313476562, 248.0836181640625, 250.09890747070312, 251.10215759277344, 252.11480712890625, 263.106689453125, 264.1104431152344, 264.13946533203125, 264.268310546875, 265.1224365234375, 266.1254577636719, 267.1386413574219, 268.1089172363281], [0.012955032289028168, 0.015541189350187778, 0.029084302484989166, 0.007172474171966314, 0.0147160729393363, 0.013345245271921158, 0.02590891346335411, 0.010438859462738037, 0.06309262663125992, 0.015617502853274345, 0.02442018687725067, 0.005827144719660282, 0.007278841454535723, 0.013880815356969833, 0.01127720344811678, 0.01914685219526291, 0.1405028998851776, 0.01508679986000061, 0.052052825689315796, 0.0068454016000032425, 0.014052855782210827, 0.007625779137015343, 0.042238835245370865, 0.006434362847357988, 0.005447630770504475, 0.04366545379161835, 0.006432492285966873, 0.017268763855099678, 0.7981011271476746, 0.15592530369758606, 0.00691240793094039, 0.006674191448837519, 0.09787691384553909, 0.012418502010405064, 0.021414244547486305, 0.011711498722434044, 0.005989143159240484, 0.13942700624465942, 0.03372158482670784, 0.03210415691137314, 0.033449579030275345, 0.012299776077270508, 0.026156794279813766, 1.0, 0.2233547568321228, 0.01777179352939129, 0.01934019848704338, 0.016240056604146957, 0.005455186124891043, 0.22018735110759735, 0.03822401538491249, 0.006700144149363041, 0.332162469625473, 0.20487971603870392, 0.014837678521871567, 0.021053198724985123, 0.6423083543777466, 0.14336936175823212, 0.037403300404548645, 0.012044978328049183]]	4	34290345	5	0.74789923	0.00026985497	-1330508343372562244	2017-02-09 11:46:29.0	Co culture experiment with F. fujikuroi and R. s. media	MSV000080540				NCBITaxon:5127;NCBITaxon:305	Fusarium fujikuroi	GNPS Fusarium		KO_lowB_pos_frag
113.94	283.09648	282.1238	Corinna Brungs	MSVPLACEHOLDERID	MCE bioactive compounds library	282.089209	C17H14O4	HCD	none	InChI=1S/C17H14O4/c1-9-6-7-13-15(20)12-5-3-4-11(8-14(18)19)17(12)21-16(13)10(9)2/h3-7H,8H2,1-2H3,(H,18,19)	XGOYIMQSIKSOBS-UHFFFAOYSA-N	Orbitrap	ESI	1.2000000476839432	2	Tomas Pluskal	0.973405752811273	PASSED	0.99386805	0.9444444	474	Orbitrap ID-X	nan	mzspec:MSVPLACEHOLDERID:20220601_pluskal_mce_1D1_A2_id.mzML:474	[M+H]+	1	101	example_5_spectra.mgf	+	Vadimezan	Cc1c(C)c2c(cc1)c(=O)c1cccc(CC(=O)O)c1o2	0	[[91.053741, 105.069382, 141.069168, 152.061859, 153.069305, 155.085022, 158.033508, 165.069733, 166.077545, 167.085587, 168.093094, 178.077515, 179.085281, 181.06459, 181.101135, 183.116669, 190.078049, 191.085159, 193.101242, 194.07254, 195.080231, 196.087906, 208.088181, 209.059555, 209.096024, 209.119858, 210.104065, 221.096359, 222.067566, 223.0755, 225.091003, 236.083176, 237.090988, 238.098816, 239.106781, 283.096832], [1.144, 1.254, 1.139, 1.019, 1.283, 0.966, 1.081, 7.345, 9.805, 4.037, 3.638, 2.42, 1.429, 6.555, 2.534, 0.903, 0.997, 1.264, 1.467, 10.324, 21.628, 3.722, 2.735, 0.982, 59.124, 0.749, 2.296, 0.981, 2.431, 19.616, 2.035, 2.085, 100.0, 15.987, 0.935, 2.447]]	[[115.05573272705078, 140.0491485595703, 142.06692504882812, 154.06524658203125, 155.06959533691406, 167.0594482421875, 168.0715789794922, 169.07562255859375, 181.07644653320312, 182.08392333984375, 183.0896759033203, 193.07716369628906, 195.09237670898438, 196.09469604492188, 206.08900451660156, 207.0900421142578, 209.106689453125, 210.1108856201172, 237.1019744873047, 238.1089630126953, 265.0971374511719, 266.100830078125, 282.12255859375, 283.1277160644531, 284.1316833496094], [0.02196095883846283, 0.009538598358631134, 0.00776397529989481, 0.02462289296090603, 0.009760426357388496, 0.015971606597304344, 0.015084294602274895, 0.01330967154353857, 0.027284827083349228, 0.3371783494949341, 0.04370008781552315, 0.02373558096587658, 0.150177463889122, 0.019742678850889206, 0.01197870448231697, 0.01552795059978962, 0.14884649217128754, 0.012422360479831696, 0.2480035424232483, 0.013087843544781208, 1.0, 0.10825199633836746, 0.044365573674440384, 0.009316770359873772, 0.010204081423580647]]	4	23453904	6	0.7476636	0.00022131162	-3630858700374029642	2021-09-23 12:21:27.0	"Comparison of wild cultures of BRA-346 and heterologous expression of epn/tmc BGC in M1146. Beds were also produced (culture growth and host bacteria growth). AcOEt extracts analyses were performed using UPLCMS/MS and MS data was processed using NP3_MS_workflow.  Figure 5 dataset from Vieira et al., 2022: ""Heterologous expression of the epn/tmc BGC of BRA-346""  "	MSV000088150	ESI-qQTOF Impact II	ESI-qQTOF Impact II	Marine Bacteria	Streptomyces sp. BRA-346	Streptomyces sp. BRA-346	GNPS Streptomyces sp. BRA-346_HeterologousExpression		20210713_C4_MeioA1_Ext_POS_2-G%2C2_01_26260.d
113.94	283.09648	265.12213	Corinna Brungs	MSVPLACEHOLDERID	MCE bioactive compounds library	282.089209	C17H14O4	HCD	none	InChI=1S/C17H14O4/c1-9-6-7-13-15(20)12-5-3-4-11(8-14(18)19)17(12)21-16(13)10(9)2/h3-7H,8H2,1-2H3,(H,18,19)	XGOYIMQSIKSOBS-UHFFFAOYSA-N	Orbitrap	ESI	1.2000000476839432	2	Tomas Pluskal	0.973405752811273	PASSED	0.99386805	0.9444444	474	Orbitrap ID-X	nan	mzspec:MSVPLACEHOLDERID:20220601_pluskal_mce_1D1_A2_id.mzML:474	[M+H]+	1	101	example_5_spectra.mgf	+	Vadimezan	Cc1c(C)c2c(cc1)c(=O)c1cccc(CC(=O)O)c1o2	1	[[91.053741, 105.069382, 141.069168, 152.061859, 153.069305, 155.085022, 158.033508, 165.069733, 166.077545, 167.085587, 168.093094, 178.077515, 179.085281, 181.06459, 181.101135, 183.116669, 190.078049, 191.085159, 193.101242, 194.07254, 195.080231, 196.087906, 208.088181, 209.059555, 209.096024, 209.119858, 210.104065, 221.096359, 222.067566, 223.0755, 225.091003, 236.083176, 237.090988, 238.098816, 239.106781, 283.096832], [1.144, 1.254, 1.139, 1.019, 1.283, 0.966, 1.081, 7.345, 9.805, 4.037, 3.638, 2.42, 1.429, 6.555, 2.534, 0.903, 0.997, 1.264, 1.467, 10.324, 21.628, 3.722, 2.735, 0.982, 59.124, 0.749, 2.296, 0.981, 2.431, 19.616, 2.035, 2.085, 100.0, 15.987, 0.935, 2.447]]	[[77.18266296386719, 80.22976684570312, 80.2347412109375, 95.71524047851562, 108.2920913696289, 114.7337875366211, 142.18856811523438, 179.08560180664062, 193.1004180908203, 194.1092987060547, 195.11705017089844, 204.0935821533203, 207.08050537109375, 209.1322784423828, 219.11729431152344, 222.10403442382812, 237.1277313232422, 239.24008178710938, 248.96072387695312, 250.09877014160156, 265.1219177246094, 265.2644958496094, 268.1111755371094, 268.23968505859375], [0.03910749405622482, 0.040893781930208206, 0.03474158048629761, 0.03524809703230858, 0.04248010367155075, 0.037312764674425125, 0.03825453668832779, 0.2905293405056, 0.03924718499183655, 0.2576504647731781, 0.04064714163541794, 0.05991559475660324, 0.048813845962285995, 0.9353247880935669, 0.08369535952806473, 0.1976574957370758, 1.0, 0.04127070680260658, 0.044446371495723724, 0.09038391709327698, 0.6414470672607422, 0.15201883018016815, 0.04418762028217316, 0.04330933839082718]]	4	23359759	7	0.7459952	0.0002172356	-3636343070815567682	2018-07-25 10:23:13.0	Non-targetd metabolomics of Fusarium - Serratia interaction on PDA aggar plates.	MSV000082662				NCBITaxon:5516;NCBITaxon:82996	Fusarium culmorum	GNPS - Fusarium - Serratia Interaction		F5
113.94	283.09648	282.12375	Corinna Brungs	MSVPLACEHOLDERID	MCE bioactive compounds library	282.089209	C17H14O4	HCD	none	InChI=1S/C17H14O4/c1-9-6-7-13-15(20)12-5-3-4-11(8-14(18)19)17(12)21-16(13)10(9)2/h3-7H,8H2,1-2H3,(H,18,19)	XGOYIMQSIKSOBS-UHFFFAOYSA-N	Orbitrap	ESI	1.2000000476839432	2	Tomas Pluskal	0.973405752811273	PASSED	0.99386805	0.9444444	474	Orbitrap ID-X	nan	mzspec:MSVPLACEHOLDERID:20220601_pluskal_mce_1D1_A2_id.mzML:474	[M+H]+	1	101	example_5_spectra.mgf	+	Vadimezan	Cc1c(C)c2c(cc1)c(=O)c1cccc(CC(=O)O)c1o2	0	[[91.053741, 105.069382, 141.069168, 152.061859, 153.069305, 155.085022, 158.033508, 165.069733, 166.077545, 167.085587, 168.093094, 178.077515, 179.085281, 181.06459, 181.101135, 183.116669, 190.078049, 191.085159, 193.101242, 194.07254, 195.080231, 196.087906, 208.088181, 209.059555, 209.096024, 209.119858, 210.104065, 221.096359, 222.067566, 223.0755, 225.091003, 236.083176, 237.090988, 238.098816, 239.106781, 283.096832], [1.144, 1.254, 1.139, 1.019, 1.283, 0.966, 1.081, 7.345, 9.805, 4.037, 3.638, 2.42, 1.429, 6.555, 2.534, 0.903, 0.997, 1.264, 1.467, 10.324, 21.628, 3.722, 2.735, 0.982, 59.124, 0.749, 2.296, 0.981, 2.431, 19.616, 2.035, 2.085, 100.0, 15.987, 0.935, 2.447]]	[[115.05469512939453, 140.05035400390625, 143.06707763671875, 149.52084350585938, 154.0628204345703, 167.06700134277344, 168.07508850097656, 169.07525634765625, 181.07550048828125, 182.08421325683594, 183.08876037597656, 193.08131408691406, 195.09202575683594, 196.09779357910156, 207.0930938720703, 209.10836791992188, 210.11106872558594, 237.10232543945312, 238.10763549804688, 265.0977783203125, 266.10211181640625, 267.0995788574219, 282.1241149902344, 283.11639404296875], [0.014482258819043636, 0.011103065684437752, 0.00820661336183548, 0.007965242490172386, 0.01979242078959942, 0.012551290914416313, 0.007965242490172386, 0.022447502240538597, 0.042239923030138016, 0.27588704228401184, 0.025585325434803963, 0.011827178299427032, 0.1747525930404663, 0.02268887311220169, 0.021482018753886223, 0.08447984606027603, 0.017620082944631577, 0.21844074130058289, 0.010137581266462803, 1.0, 0.080376535654068, 0.008930726908147335, 0.06275645643472672, 0.009654839523136616]]	4	61282743	8	0.7454555	0.00022131162	5736628524556610230	2021-09-23 12:21:27.0	"Comparison of wild cultures of BRA-346 and heterologous expression of epn/tmc BGC in M1146. Beds were also produced (culture growth and host bacteria growth). AcOEt extracts analyses were performed using UPLCMS/MS and MS data was processed using NP3_MS_workflow.  Figure 5 dataset from Vieira et al., 2022: ""Heterologous expression of the epn/tmc BGC of BRA-346""  "	MSV000088150	ESI-qQTOF Impact II	ESI-qQTOF Impact II	Marine Bacteria	Streptomyces sp. BRA-346	Streptomyces sp. BRA-346	GNPS Streptomyces sp. BRA-346_HeterologousExpression		20210713_C4_MeioA1_Ext_POS_2-G%2C2_01_26260.d
